Traditional	Simplified	Pinyin
飛行員	飞行员	fēixíngyuán
花卉	花卉	huāhuì
家門	家门	jiāmén
抱歉	抱歉	bàoqiàn
迫害	迫害	pòhài
南洋	南洋	nányáng
便捷	便捷	biànjié
迫害	迫害	pòhài
便捷	便捷	biànjié
補救	补救	bǔjiù
發包	发包	fābāo
過分	过分	guòfèn
經過	经过	jīngguò
農人	农人	nóngrén
塗	涂	tú
漢語	汉语	hànyǔ
豬公	猪公	zhūgōng
聚落	聚落	jùluò
漫畫家	漫画家	mánhuàjiā
演練	演练	yǎnliàn
稀少	稀少	xīshǎo
審理	审理	shěnlǐ
漢字	汉字	hànzì
審理	审理	shěnlǐ
隔	隔	gé
揚言	扬言	yángyán
農家	农家	nóngjiā
補救	补救	bǔjiù
結晶	结晶	jiéjīng
補償	补偿	bǔcháng
發包	发包	fābāo
氣憤	气愤	qìfèn
挨	挨	āi
強暴	强暴	qiángbào
認可	认可	rènkě
樣本	样本	yàngběn
氣憤	气愤	qìfèn
強暴	强暴	qiángbào
無辜	无辜	wúgū
機型	机型	jīxíng
浮動	浮动	fúdòng
挨	挨	āi
反攻	反攻	fǎngōng
一舉	一举	yījǔ
公然	公然	gōngrán
大二	大二	dàèr
不由得	不由得	bùyóude5
去除	去除	qùchú
人氣	人气	rénqì
天主教	天主教	tiānzhǔjiào
心疼	心疼	xīnténg
口腔	口腔	kǒuqiāng
認得	认得	rèndé
擬訂	拟订	nǐdìng
精	精	jīng
認可	认可	rènkě
誤以為	误以为	wùyǐwéi
鞋	鞋	xié
稿	稿	gǎo
蒸汽	蒸汽	zhēngqì
篩選	筛选	shāixuǎn
墓	墓	mù
諾貝爾	诺贝尔	nuòbèiěr
精神科	精神科	jīngshénkē
慶典	庆典	qìngdiǎn
導覽	导览	dǎolǎn
管理處	管理处	guǎnlǐchù
課長	课长	kèzhǎng
市公所	市公所	shìgōngsuǒ
命名	命名	mìngmíng
侵蝕	侵蚀	qīnshí
花草	花草	huācǎo
東北	东北	dōngběi
浮動	浮动	fúdòng
派遣	派遣	pàiqiǎn
拉開	拉开	lākāi
法定	法定	fǎdìng
交涉	交涉	jiāoshè
吃驚	吃惊	chījīng
有害	有害	yǒuhài
呆	呆	dāi
吾人	吾人	wúrén
計	计	jì
命名	命名	mìngmíng
自然而然	自然而然	zìránérrán
定時	定时	dìngshí
每每	每每	měiměi
回味	回味	huíwèi
呈現出	呈现出	chéngxiànchū
收盤	收盘	shōupán
年少	年少	niánshào
快門	快门	kuàimén
妥當	妥当	tuǒdàng
忍心	忍心	rěnxīn
判定	判定	pàndìng
政治家	政治家	zhèngzhìjiā
氣流	气流	qìliú
交涉	交涉	jiāoshè
救濟	救济	jiùjì
判定	判定	pàndìng
香港人	香港人	xiānggǎngrén
陸地	陆地	lùdì
租金	租金	zūjīn
最終	最终	zuìzhōng
救濟	救济	jiùjì
接手	接手	jiēshǒu
陶器	陶器	táoqì
紳士	绅士	shēnshì
殺手	杀手	shāshǒu
深信	深信	shēnxìn
神色	神色	shénsè
宣揚	宣扬	xuānyáng
夏	夏	xià
炸彈	炸弹	zhàdàn
所及	所及	suǒjí
放眼	放眼	fàngyǎn
建設局	建设局	jiànshèjú
炸	炸	zhà
明瞭	明瞭	míngliǎo
青睞	青睐	qīnglài
紅包	红包	hóngbāo
車程	车程	chēchéng
席	席	xí
郊遊	郊遊	jiāoyóu
侵蝕	侵蚀	qīnshí
郊遊	郊遊	jiāoyóu
出口	出口	chūkǒu
元帥	元帅	yuánshuài
外語	外语	wàiyǔ
大勢	大势	dàshì
升等	升等	shēngděng
工商	工商	gōngshāng
上空	上空	shàngkōng
久久	久久	jiǔjiǔ
不復	不复	búfù
禮貌	礼貌	lǐmào
讀取	读取	dúqǔ
穩定性	稳定性	wěndìngxìng
工學院	工学院	gōngxuéyuàn
生物學	生物学	shēngwùxué
大使	大使	dàshǐ
出獄	出狱	chūyū
用意	用意	yòngyì
北醫	北医	běiyī
內湖	内湖	nèihú
二來	二来	èrlái
口水	口水	kǒushuǐ
顛覆	颠覆	diānfù
敘述	叙述	xùshù
專人	专人	zhuānrén
閉	闭	bì
排放	排放	páifàng
馬達	马达	mǎdá
氣味	气味	qìwèi
效力	效力	xiàolì
高爾夫球	高尔夫球	gāoěrfūqiú
終點	终点	zhōngdiǎn
教職員	教职员	jiàozhíyuán
桌椅	桌椅	zhuōyǐ
除去	除去	chúqù
捲入	卷入	juǎnrù
高貴	高贵	gāoguì
得多	得多	de5duō
連署	连署	liánshǔ
探望	探望	tànwàng
動亂	动乱	dòngluàn
追隨	追随	zhuīsuí
音效	音效	yīnxiào
治理	治理	zhìlǐ
拖延	拖延	tuōyán
標籤	标签	biāoqiān
噁心	噁心	ěxīn
排放	排放	páifàng
就學	就学	jiùxué
漲價	涨价	zhǎngjià
導入	导入	dǎorù
記憶	记忆	jìyì
智障	智障	zhìzhàng
聞	闻	wén
稱呼	称呼	chēnghū
就學	就学	jiùxué
進駐	进驻	jìnzhù
彙整	汇整	huìzhěng
悲慘	悲惨	bēicǎn
逼近	逼近	bījìn
雇主	雇主	gùzhǔ
新郎	新郎	xīnláng
溫泉	温泉	wēnquán
維也納	维也纳	wéiyěnà
落下	落下	luòxià
農產品	农产品	nóngchǎnpǐn
喜劇	喜剧	xǐjù
聘	聘	pìn
腦部	脑部	nǎobù
痛心	痛心	tòngxīn
逼近	逼近	bījìn
落入	落入	luòrù
碎	碎	suì
散文	散文	sǎnwén
指向	指向	zhǐxiàng
修正案	修正案	xiūzhēngàn
空運	空运	kōngyùn
爬上	爬上	páshàng
哈薩克	哈萨克	hāsàkè
肥胖	肥胖	féipàng
返鄉	返乡	fǎnxiāng
肥胖	肥胖	féipàng
個子	个子	gèzi5
辛勞	辛劳	xīnláo
防衛	防卫	fángwèi
拋棄	抛弃	pāoqì
好評	好评	hǎopíng
快活	快活	kuàihuó
延攬	延揽	yánlǎn
依序	依序	yīxù
辛勞	辛劳	xīnláo
延攬	延揽	yánlǎn
扶	扶	fú
字符	字符	zìfú
佳人	佳人	jiārén
步入	步入	bùrù
利器	利器	lìqì
花樣	花样	huāyàng
好用	好用	hǎoyòng
名片	名片	míngpiàn
拖延	拖延	tuōyán
相片	相片	xiàngpiàn
返鄉	返乡	fǎnxiāng
茁壯	茁壮	zhuózhuàng
指控	指控	zhǐkòng
拍片	拍片	pāipiàn
香煙	香烟	xiāngyān
南投縣	南投县	nántóuxiàn
致命	致命	zhìmìng
空運	空运	kōngyùn
欣慰	欣慰	xīnwèi
穿越	穿越	chuānyuè
小弟	小弟	xiǎodì
月經	月经	yuèjīng
公私立	公私立	gōngsīlì
公害	公害	gōnghài
共襄盛舉	共襄盛举	gòngxiāngshèngjǔ
再三	再三	zàisān
不須	不须	bùxū
出獄	出狱	chūyū
大四	大四	dàsì
公眾	公众	gōngzhòng
人民幣	人民币	rénmínbì
撤銷	撤销	chèxiāo
鼻咽癌	鼻咽癌	bíyānyán
德州	德州	dézhōu
撲	扑	pū
撤銷	撤销	chèxiāo
憑藉	凭藉	píngjiè
頭頂	头顶	tóudǐng
漲價	涨价	zhǎngjià
小心翼翼	小心翼翼	xiǎoxīnyìyì
公噸	公吨	gōngdùn
濫用	滥用	lànyòng
憑藉	凭藉	píngjiè
摘要	摘要	zhāiyào
出賣	出卖	chūmài
壞	坏	huài
論語	论语	lúnyǔ
憑藉	凭藉	píngjiè
寵物	宠物	chǒngwù
購置	购置	gòuzhì
懷抱	怀抱	huáibào
雙打	双打	shuāngdǎ
歸屬	归属	guīshǔ
鎮民	镇民	zhènmín
轉播	转播	zhuǎnbò
轉動	转动	zhuǎndòng
不忍	不忍	bùrěn
繫	系	xì
干擾	干扰	gānrǎo
考績	考绩	kǎojī
不覺	不觉	bùjué
入選	入选	rùxuǎn
出家	出家	chūjiā
會計師	会计师	kuàijìshī
損害	损害	sǔnhài
請來	请来	qǐnglái
趁機	趁机	chènjī
資本額	资本额	zīběné
新穎	新颖	xīnyǐng
歌迷	歌迷	gēmí
碼	码	mǎ
聲勢	声势	shēngshì
總額	总额	zǒngé
聞到	闻到	wéndào
慣例	惯例	guànlì
漠視	漠视	mòshì
踏入	踏入	tàrù
新聞系	新闻系	xīnwénxì
鹿	鹿	lù
蕭	萧	xiāo
謀	谋	móu
談戀愛	谈恋爱	tánliànài
煤	煤	méi
日光	日光	rìguāng
漠視	漠视	mòshì
氣體	气体	qìtǐ
旅途	旅途	lǔtú
索引	索引	suǒyǐn
發炎	发炎	fāyán
創辦	创办	chuàngbàn
無力感	无力感	wúlìgǎn
聖歌	圣歌	shènggē
解剖	解剖	jiěpǒu
隊長	队长	duìzhǎng
新婚	新婚	xīnhūn
輕微	轻微	qīngwéi
復甦	复甦	fùsū
債務	债务	zhàiwù
遍及	遍及	biànjí
超級市場	超级市场	chāojíshìchǎng
賺取	赚取	zhuànqǔ
工讀生	工读生	gōngdúshēng
出租	出租	chūzū
中風	中风	zhòngfēng
生化	生化	shēnghuà
文憑	文凭	wénpíng
出租	出租	chūzū
于	于	yū
下滑	下滑	xiàhuá
趨於	趋于	qūyū
毛巾	毛巾	máojīn
藍天	蓝天	lántiān
聲明	声明	shēngmíng
議論	议论	yìlùn
譴責	谴责	qiǎnzé
蠟燭	蜡烛	làzhú
變更	变更	biàngēng
偵測	侦测	zhēncè
城隍爺	城隍爷	chénghuángyé
小屋	小屋	xiǎowū
占有	占有	zhànyǒu
旗	旗	qí
臺電	台电	táidiàn
積	积	jī
文藝復興	文艺复兴	wényìfùxīng
生下來	生下来	shēngxiàlái
曲折	曲折	qūzhé
加油站	加油站	jiāyóuzhàn
下滑	下滑	xiàhuá
樂隊	乐队	yuèduì
出名	出名	chūmíng
化	化	huà
水溝	水沟	shuǐgōu
中古	中古	zhōnggǔ
主宰	主宰	zhǔzǎi
玉器	玉器	yūqì
主宰	主宰	zhǔzǎi
占有	占有	zhànyǒu
地盤	地盘	dìpán
份	份	fèn
求助	求助	qiúzhù
老實說	老实说	lǎoshíshuō
忠	忠	zhōng
身處	身处	shēnchǔ
交叉	交叉	jiāochā
年畫	年画	niánhuà
自尊	自尊	zìzūn
果園	果园	guǒyuán
有錢人	有钱人	yǒuqiánrén
兩旁	两旁	liǎngpáng
所在地	所在地	suǒzàidì
抹	抹	mǒ
音節	音节	yīnjié
流	流	liú
弱點	弱点	ruòdiǎn
前鋒	前锋	qiánfēng
武裝	武装	wǔzhuāng
石化	石化	shíhuà
改組	改组	gǎizǔ
執	执	zhí
自卑	自卑	zìbēi
佔據	占据	zhànjù
牟	牟	móu
伴奏	伴奏	bànzòu
交響樂團	交响乐团	jiāoxiǎngyuètuán
步行	步行	bùxíng
肝硬化	肝硬化	gānyìnghuà
何謂	何谓	héwèi
作弊	作弊	zuòbì
佔用	占用	zhànyòng
享受到	享受到	xiǎngshòudào
周恩來	周恩来	zhōuēnlái
改組	改组	gǎizǔ
西瓜	西瓜	xīguā
佔用	佔用	zhànyòng
夸克	夸克	kuākè
妓女	妓女	jìnǔ
哥倫比亞	哥伦比亚	gēlúnbǐyǎ
副詞	副词	fùcí
迷惑	迷惑	míhuò
時分	时分	shífēn
迷惑	迷惑	míhuò
迴避	迴避	huíbì
副主席	副主席	fùzhǔxí
狹小	狭小	xiáxiǎo
祭祀	祭祀	jìsì
時間表	时间表	shíjiānbiǎo
帶走	带走	dàizǒu
矩陣	矩阵	jǔzhèn
祭祀	祭祀	jìsì
訪談	访谈	fǎngtán
偵測	侦测	zhēncè
割	割	gē
販售	贩售	fànshòu
執意	执意	zhíyì
托	托	tuō
副所長	副所长	fùsuǒzhǎng
泡茶	泡茶	pàochá
設想	设想	shèxiǎng
青花	青花	qīnghuā
規章	规章	guīzhāng
城牆	城墙	chéngqiáng
武裝	武装	wǔzhuāng
美德	美德	měidé
按摩	按摩	ànmó
自卑	自卑	zìbēi
流露	流露	liúlù
理事會	理事会	lǐshìhuì
爬山	爬山	páshān
拯救	拯救	zhěngjiù
美方	美方	měifāng
紀律	纪律	jìlù
娃娃	娃娃	wáwá
勉勵	勉励	miǎnlì
按摩	按摩	ànmó
流露	流露	liúlù
增資	增资	zēngzī
學識	学识	xuéshì
漏洞	漏洞	lòudòng
營區	营区	yíngqū
預見	预见	yūjiàn
震動	震动	zhèndòng
增資	增资	zēngzī
憂心	忧心	yōuxīn
應對	应对	yìngduì
嘔吐	呕吐	ǒutù
憂心	忧心	yōuxīn
質問	质问	zhíwèn
駕車	驾车	jiàchē
駕	驾	jià
震動	震动	zhèndòng
編碼	编码	biānmǎ
編班	编班	biānbān
綱領	纲领	gānglǐng
換成	换成	huànchéng
勤勞	勤劳	qínláo
木板	木板	mùbǎn
開銷	开销	kāixiāo
演進	演进	yǎnjìn
催	催	cuī
募款	募款	mùkuǎn
善後	善后	shànhòu
復出	复出	fùchū
黑洞	黑洞	hēidòng
演進	演进	yǎnjìn
費時	费时	fèishí
盟軍	盟军	méngjūn
感觸	感触	gǎnchù
就醫	就医	jiùyī
報考	报考	bàokǎo
節節	节节	jiéjié
善後	善后	shànhòu
燕子	燕子	yànzi
經濟學	经济学	jīngjìxué
鏡	镜	jìng
子公司	子公司	zǐgōngsī
下台	下台	xiàtái
打量	打量	dǎliàng
人造	人造	rénzào
方才	方才	fāngcái
布置	布置	bùzhì
手帕	手帕	shǒupà
北投	北投	běitóu
臨	临	lín
公信力	公信力	gōngxìnlì
鷹	鹰	yīng
瀏覽	浏览	liúlǎn
雖說	虽说	suīsuō
蹲	蹲	dūn
變異	变异	biànyì
復出	复出	fùchū
翻譯	翻译	fānyì
加裝	加装	jiāzhuāng
反駁	反驳	fǎnbó
旗幟	旗帜	qízhì
擠滿	挤满	jǐmǎn
共存	共存	gòngcún
文革	文革	wéngé
考古學家	考古学家	kǎogǔxuéjiā
主從	主从	zhǔcóng
回報	回报	huíbào
下台	下台	xiàtái
公用	公用	gōngyòng
編班	编班	biānbān
升遷	升迁	shēngqiān
手錶	手表	shǒubiǎo
外地	外地	wàidì
代	代	dài
天候	天候	tiānhòu
外頭	外头	wàitóu
升遷	升迁	shēngqiān
反駁	反驳	fǎnbó
前科	前科	qiánkē
舌頭	舌头	shétou5
有機	有机	yǒujī
政壇	政坛	zhèngtán
宣示	宣示	xuānshì
急切	急切	jíqiè
軌跡	轨迹	guǐjī
東南	东南	dōngnán
迎面	迎面	yíngmiàn
休憩	休憩	xiūqì
咦	咦	yí
套牢	套牢	tàoláo
爹	爹	diē
宮廷	宫廷	gōngtíng
砂石車	砂石车	shāshíchē
限定	限定	xiàndìng
庭院	庭院	tíngyuàn
建立起	建立起	jiànlìqǐ
投下	投下	tóuxià
亂象	乱象	luànxiàng
簽	签	qiān
尖銳	尖锐	jiānruì
列舉	列举	lièjǔ
作曲	作曲	zuòqǔ
波灣	波湾	bōwān
底層	底层	dǐcéng
延遲	延迟	yánchí
收看	收看	shōukàn
奔馳	奔驰	bēnchí
延遲	延迟	yánchí
作曲	作曲	zuòqǔ
自古以來	自古以来	zìgǔyǐlái
匈牙利	匈牙利	xiōngyálì
自行車	自行车	zìxíngchē
走廊	走廊	zǒuláng
老太婆	老太婆	lǎotàipó
休憩	休憩	xiūqì
在職	在职	zàizhí
高壓	高压	gāoyā
基隆市	基隆市	jīlóngshì
砸	砸	zá
排行榜	排行榜	páihángbǎng
問到	问到	wèndào
統籌	统筹	tǒngchóu
閃爍	闪烁	shǎnshuò
晚	晚	wǎn
野狼	野狼	yěláng
啟動	启动	qǐdòng
消費性	消费性	xiāofèixìng
迴響	迴响	huíxiǎng
統獨	统独	tǒngdú
崗位	岗位	gāngwèi
假裝	假装	jiǎzhuāng
逃逸	逃逸	táoyì
急於	急于	jíyū
亟待	亟待	jídài
啟動	启动	qǐdòng
強行	强行	qiángxíng
知性	知性	zhīxìng
突	突	tú
排球	排球	páiqiú
省下	省下	shěngxià
套牢	套牢	tàoláo
動脈	动脉	dòngmài
控告	控告	kònggào
草叢	草丛	cǎocóng
曹	曹	cáo
連	连	lián
副總裁	副总裁	fùzǒngcái
退伍	退伍	tuìwǔ
淵源	渊源	yuānyuán
茫然	茫然	mángrán
從容	从容	cōngróng
統籌	统筹	tǒngchóu
張力	张力	zhānglì
崇高	崇高	chónggāo
婚前	婚前	hūnqián
過夜	过夜	guòyè
割禮	割礼	gēlǐ
開採	开采	kāicǎi
當面	当面	dāngmiàn
視力	视力	shìlì
罪名	罪名	zuìmíng
滑	滑	huá
模具	模具	mójù
開採	开采	kāicǎi
話語	话语	huàyǔ
聖火	圣火	shènghuǒ
寫字	写字	xiězì
電影院	电影院	diànyǐngyuàn
賜	赐	sì
閏	闰	rùn
磚	砖	zhuān
億	亿	yì
踏出	踏出	tàchū
銀	银	yín
解開	解开	jiěkāi
臉頰	脸颊	liǎnjiá
箱	箱	xiāng
猜測	猜测	cāicè
傳說	传说	chuánshuō
塞車	塞车	sāichē
善於	善于	shànyū
新型	新型	xīnxíng
爽	爽	shuǎng
督導	督导	dūdǎo
鈣	钙	gài
運動場	运动场	yùndòngcháng
發布	发布	fābù
解散	解散	jiěsàn
游	游	yóu
想念	想念	xiǎngniàn
盞	盏	zhǎn
督導	督导	dūdǎo
無效	无效	wúxiào
平和	平和	pínghé
平民	平民	píngmín
外資	外资	wàizī
用水	用水	yòngshuǐ
不適	不适	búshì
日人	日人	rìrén
不僅僅	不仅仅	bùjǐnjǐn
聽覺	听觉	tīngjué
工商界	工商界	gōngshāngjiè
引述	引述	yǐnshù
出局	出局	chūjú
騷動	骚动	sāodòng
謎	谜	mí
櫥窗	橱窗	chúchuāng
教職	教职	jiàozhí
闖	闯	chuǎng
訝異	讶异	yàyì
警探	警探	jǐngtàn
天安門	天安门	tiānānmén
不許	不许	bùxǔ
榮耀	荣耀	róngyào
稽查	稽查	jīchá
誤會	误会	wùhuì
遠方	远方	yuǎnfāng
漢子	汉子	hànzi5
廟宇	庙宇	miàoyǔ
稽查	稽查	jīchá
撒	撒	sā
不休	不休	bùxiū
化成	化成	huàchéng
化	化	huà
正常化	正常化	zhēngchánghuà
奶	奶	nǎi
山路	山路	shānlù
正規	正规	zhèngguī
正常化	正常化	zhēngchánghuà
生態系	生态系	shēngtàixì
主演	主演	zhǔyǎn
緊接著	紧接着	jǐnjiēzhe5
上天	上天	shàngtiān
房舍	房舍	fángshè
奔波	奔波	bēnbō
西藏	西藏	xīzàng
名家	名家	míngjiā
告別	告别	gàobié
自費	自费	zìfèi
同等	同等	tóngděng
病友	病友	bìngyǒu
直銷	直销	zhíxiāo
附屬	附属	fùshǔ
奔波	奔波	bēnbō
查出	查出	cháchū
流於	流于	liúyú
空調	空调	kōngtiáo
花費	花费	huāfèi
省主席	省主席	shěngzhǔxí
苦惱	苦恼	kǔnǎo
拉回	拉回	lāhuí
石器	石器	shíqì
延後	延后	yánhòu
陶冶	陶冶	táoyě
奔	奔	bēn
缺席	缺席	quēxí
自豪	自豪	zìháo
安養	安养	ānyǎng
百分比	百分比	bǎifēnbǐ
助力	助力	zhùlì
如是	如是	rúshì
年初	年初	niánchū
名將	名将	míngjiàng
西式	西式	xīshì
良多	良多	liángduō
交通局	交通局	jiāotōngjú
使命感	使命感	shǐmìnggǎn
注入	注入	zhùrù
合力	合力	hélì
自覺	自觉	zìjué
白宮	白宫	báigōng
陶冶	陶冶	táoyě
疏離	疏离	shūlí
逛街	逛街	jiē
核	核	hé
草坪	草坪	cǎopíng
航行	航行	hángxíng
深切	深切	shēnqiè
紮實	紮实	zāshí
偏	偏	piān
康熙	康熙	kāngxī
探險	探险	tànxiǎn
訝異	讶异	yàyì
婦運	妇运	fùyùn
猜測	猜测	cāicè
動輒	动辄	dòngzhé
缺席	缺席	quēxí
看出來	看出来	kànchūlái
安養	安养	ānyǎng
深山	深山	shēnshān
背部	背部	bèibù
胸部	胸部	xiōngbù
急忙	急忙	jímáng
明月	明月	míngyuè
胡琴	胡琴	húqín
頂	顶	dǐng
射箭	射箭	shèjiàn
洶湧	汹湧	xiōngyǒng
射擊	射击	shèjí
常務	常务	chángwù
高聳	高耸	gāosǒng
叛亂	叛乱	pànluàn
盒子	盒子	hézi5
抵制	抵制	dǐzhì
神父	神父	shénfù
疏離	疏离	shūlí
航權	航权	hángquán
叛亂	叛乱	pànluàn
抵制	抵制	dǐzhì
愛惜	爱惜	àixí
預期	预期	yūqí
預售	预售	yūshòu
墮落	堕落	duòluò
察覺	察觉	chájué
墮落	堕落	duòluò
睜	睁	zhēng
輪廓	轮廓	lúnkuò
戰術	战术	zhànshù
輪到	轮到	lúndào
管理局	管理局	guǎnlǐjú
機緣	机缘	jīyuán
稱得上	称得上	chēngde5shàng
磨	磨	mó
畫出	画出	huàchū
臺南市	台南市	táinánshì
說明書	说明书	shuōmíngshū
極限	极限	jíxiàn
水晶	水晶	shuǐjīng
圖書室	图书室	túshūshì
旋轉	旋转	xuánzhuǎn
插入	插入	chārù
勘查	勘查	kānchá
無異	无异	wúyì
惹	惹	rě
跟蹤	跟踪	gēnzōng
搶購	抢购	qiǎnggòu
紫外線	紫外线	zǐwàixiàn
飲用	饮用	yǐnyòng
無助	无助	wúzhù
朝野	朝野	cháoyě
誠如	诚如	chéngrú
過分	过分	guòfèn
喉嚨	喉咙	hóulóng
跟蹤	跟踪	gēnzōng
水流	水流	shuǐliú
仙	仙	xiān
必備	必备	bìbèi
切斷	切断	qiēduàn
回溯	回溯	huísù
本錢	本钱	běnqián
一天到晚	一天到晚	yītiāndàowǎn
手勢	手势	shǒushì
少量	少量	shǎoliàng
大臣	大臣	dàchén
蘭花	兰花	lánhuā
繪製	绘制	huìzhì
斷層	断层	duàncéng
擺設	摆设	bǎishè
點子	点子	diǎnzi5
勘查	勘查	kānchá
擔負	担负	dānfù
再一次	再一次	zàiyīcì
全心	全心	quánxīn
標示	标示	biāoshì
一齊	一齐	yīqí
大抵	大抵	dàdǐ
下方	下方	xiàfāng
在在	在在	zàizài
考卷	考卷	kǎojuàn
文明	文明	wénmíng
不約而同	不约而同	bùyuēértóng
辦事	办事	bànshì
分別	分别	fēnbié
山坡地	山坡地	shānpōdì
火力	火力	huǒlì
市銀	市银	shìyín
不住	不住	búzhù
打仗	打仗	dǎzhàng
可惡	可恶	kěwù
心愛	心爱	xīnài
美容	美容	měiróng
面目	面目	miànmù
到時	到时	dàoshí
宮殿	宫殿	gōngdiàn
查報	查报	chábào
兼差	兼差	jiānchāi
美洲	美洲	měizhōu
有鑑於此	有鑑于此	yǒujiànyūcǐ
拜會	拜会	bàihuì
有形	有形	yǒuxíng
明定	明定	míngdìng
突發	突发	túfā
查報	查报	chábào
若非	若非	ruòfēi
美容	美容	měiróng
某某	某某	mǒumǒu
版畫	版画	bǎnhuà
查緝	查缉	cháqì
老闆娘	老板娘	lǎobǎnniáng
預	预	yū
名人	名人	míngrén
放開	放开	fàngkāi
名列	名列	míngliè
安理會	安理会	ānlǐhuì
成見	成见	chéngjiàn
底片	底片	dǐpiàn
合資	合资	hézī
回升	回升	huíshēng
形容詞	形容词	xíngróngcí
州立	州立	zhōulì
序列	序列	xùliè
走近	走近	zǒujìn
免不了	免不了	miǎnbùliǎo
扛	扛	kāng
尖	尖	jiān
身分證	身分证	shēnfènzhèng
租用	租用	zūyòng
殷切	殷切	yīnqiè
純真	纯真	chúnzhēn
統一	统一	tǒngyī
偶然	偶然	ǒurán
時	时	shí
狹義	狭义	xiáyì
扇	扇	shàn
甜蜜	甜蜜	tiánmì
採訪	采访	cǎifǎng
租用	租用	zūyòng
祖父	祖父	zǔfù
掌控	掌控	zhǎngkòng
迷你	迷你	mínǐ
查緝	查缉	cháqì
冷戰	冷战	lěngzhàn
甜蜜	甜蜜	tiánmì
泉州	泉州	quánzhōu
洋溢	洋溢	yángyì
寄給	寄给	jìgěi
杭州	杭州	hángzhōu
第一線	第一线	dìyīxiàn
真心	真心	zhēnxīn
為難	为难	wéinán
風采	风采	fēngcǎi
套	套	tào
甚多	甚多	shènduō
排行	排行	páiháng
前瞻性	前瞻性	qiánzhānxìng
旋轉	旋转	xuánzhuǎn
珊瑚	珊瑚	shānhú
政見	政见	zhèngjiàn
拜會	拜会	bàihuì
放過	放过	fàngguò
炫耀	炫耀	xuànyào
團長	团长	tuánzhǎng
遙測	遥测	yáocè
確切	确切	quèqiè
調查員	调查员	diàocháyuán
調降	调降	tiáojiàng
論述	论述	lùnshù
遣返	遣返	qiǎnfǎn
彈琴	弹琴	tánqín
毆打	殴打	ōudǎ
踏實	踏实	tàshí
鋼筋	钢筋	gāngjīn
電路	电路	diànlù
敷衍	敷衍	fūyǎn
福爾摩沙	福尔摩沙	fúěrmóshā
遣返	遣返	qiǎnfǎn
擁	拥	yǒng
說詞	说词	shuōcí
